"text","label"
"Incidence and characterization of antibodies to zona pellucida (Z.P.) in human sera were studied and the following results were obtained. Some human sera showed positive immunofluorescent staining of porcine Z.P. after absorption with porcine red blood cells, liver and kidney. The incidence of immunofluorescence positive sera in infertile women was not significantly different from pregnant women and healthy men after absorption with porcine red blood cells, liver and kidney. Among sixteen sera with positive staining of porcine Z.P. after absorption, only two showed positive staining of human oocytes. The gammaglobulin fraction from the above two sera also stained human Z.P. but neither precipitated on the surface of Z.P. nor blocked human spermatozoa to penetrate into Z.P. of human oocytes. There was no correlation between the incidences of antibody to porcine Z.P. and of sperm immobilizing antibody in human sera. Some human sera blocked monoclonal antibodies to porcine Z.P. with different specificities to bind the solubilized porcine Z.P. antigens in an enzyme linked immunosorbent assay. The incidences of the positive sera were not significantly different among the groups of infertile women, pregnant women and healthy men. These results clearly indicate that anti Z.P. antibodies detected by the immunofluorescent staining of porcine Z.P. had no correlation with infertility. The presence of such antibodies, even in the sera of men, suggests that they might be the antibodies produced to some foreign antigens cross-reactive to porcine Z. P. but not autoantibodies produced to human Z.P.","1"
"They cooked to the office this morning because I was bored.","0"
"My friend visited to a cafe last night and I forgot my keys again.","0"
"Someone walked to the office last night and it was actually fun.","0"
"We played to the park this morning and it was actually fun.","0"
"A wax bite impression can serve as a reliable identification of missing and unknown children, particularly in the absence of caries and restorations. Dental crown heights in bite impressions made from noncontoured and contoured wax wafers were compared in ten patients, ranging in age from three to eight years. The contoured wax wafer produced significantly greater crown heights in the casts which were fabricated from it. The differences were most pronounced in the anterior teeth; but generally true for all the teeth.","1"
"The CT findings in two patients with the unusual presentation of malignant lymphoma in the skull are described. The dominant CT findings were contrast enhanced large soft tissue masses without calcifications on both sides of the bone with very little or no changes in the bone itself. This characteristic CT appearance may be helpful to differentiate primary lymphoma of the skull from other bone tumors and osteomyelitis.","1"
"Copper-zinc superoxide dismutase (CuZn SOD) has been localized in formalin-fixed rat tissues. Staining with a modified immunoenzyme bridge technique using the avidin-biotin-peroxidase complex revealed abundant endogenous CuZn SOD in cells that function in transporting ions, either cellularly, as in the case of tracheal, bronchiolar, and colonic epithelial cells, gastric oxyntic cells, and cells lining the salivary ducts and proximal convoluted tubules in the nephron, or intracellularly, as exemplified by skeletal muscle and neurons. Additionally, the enzyme was consistently demonstrable in hepatocytes, endocrine cells of the islets of Langerhans, and the highly membranous oligodendrocytes in the central nervous system. Cellular processes that maintain high ionic gradients appear especially vulnerable to the superoxide anion, thus necessitating the presence of CuZn SOD to scavenge toxic free radicals of oxygen. Comparison of these observations with other immunocytochemical reports indicates that the cellular distribution of CuZn SOD varies between different species.","1"
"My sister watched to downtown on the weekend and I forgot my keys again.","0"
"Twenty-nine patients with essential hypertension were studied while on their normal diets, on the 5th day of a high sodium diet (around 350 mmol/day) and on the 5th day of a low sodium diet (10 mmol/day). The fall in mean arterial pressure on changing from the high sodium to the low sodium diet was 9.0 +/- 1.6 mmHg and the rise in the plasma renin activity in the same period was 2.52 +/- 0.41 ng/ml/h, these two variables being significantly correlated (r = -0.45; P less than 0.02). An infusion of saralasin was given on the 5th day of the low sodium diet. A highly significant negative correlation was found between the fall in blood pressure on sodium restriction and the change in blood pressure with saralasin (r = -0.52; P less than 0.005); this correlation was still significant when corrected for the severity of the hypertension (r = -0.41; P = 0.03) while it became non-significant if controlled for plasma renin activity on the low sodium diet (r = -033; NS). These results provide direct evidence that the fall in blood pressure which is seen on reducing sodium intake in many patients with essential hypertension is, at least in part, directly mediated by the reactivity of the renin angiotensin system.","1"
"My sister went to the gym yesterday and it was actually fun.","0"
"My sister watched to the supermarket last night and it was pretty chill.","0"
"The repair of O6-methylguanine present in N-methylnitrosourea (MNU)-treated alternating polynucleotides MNU-poly(dG-dC) X poly(dG-dC) and MNU-poly(dG-me5dC) X poly(dG-me5dC] was investigated using O6-methylguanine-DNA methyltransferase purified from Escherichia coli. Both modified polynucleotides are equally good substrates for the DNA methyltransferase when they are in the B-form. The substrate properties of the MNU-treated polynucleotides do not differ from those of MNU-treated DNA. One of these modified polynucleotides, MNU-poly(dG-me5dC) X (dG-me5dC), can adopt the Z-conformation under physiological conditions. The conformational transition of the poly(dG-me5dC) X poly(dG-me5dC) from the B-form to the Z-form was monitored by the modification of its spectroscopic properties and by the specific binding of antibodies raised against Z-DNA. The O6-methylguanine residues are repaired in MNU-poly(dG-me5dC) X poly(dG-me5dC) in B-form. At variance, the conversion of this template to the Z-form completely inhibits the repair of the O6-methylguanine residues. The cooperative transition from the Z- to the B-form of MNU-poly(dG-me5dC) X poly(dG-me5dC), mediated by intercalating drugs such as ethidium bromide, restores the ability of MNU-poly(dG-me5dC) X poly(dG-me5dC) to be substrate for the transferase. These results imply that the promutagenic DNA lesion O6-methylguanine persists in Z-DNA fragments and suggest that DNA conformation modulates the extent of DNA repair and, as a result, plays an important role in determining the mutagenic potency of chemical carcinogens.","1"
"My sister went to the supermarket yesterday because I was bored.","0"
"Four recently weaned pigs were dosed orally with oxytetracycline. This caused a rapid increase in the incidence of tetracycline resistance (TcR) among Escherichia coli isolates from the faecal flora. The isolates were differentiated further on the basis of O-serogroup, biotype and resistance pattern. There was no evidence that the administration of the antibiotic selected for a few TcR clones, but rather a relatively large number of TcR strains were identified during the dosing period. Using selective isolation media a proportion of these strains were demonstrated in the minority faecal Esch. coli flora before dosing, while the remainder were recognized for the first time after dosing commenced. The incidence of TcR among Esch. coli isolates also increased after weaning in other pigs which were not dosed with oxytetracycline or any other antibacterial agent. In a proportion of these animals this increase was associated with the dominance of a TcR enteropathogenic serotype (0149:K 91, K 88a, c) in the faecal Esch. coli flora which was probably ingested in small numbers before weaning. The source of other TcR strains was probably the environment in which each pig was placed after weaning.","1"
"The effects of streptozotocin-induced diabetes and the subsequent treatment of diabetic animals with insulin were studied using a dose of streptozotocin that produces highly ketotic animals 48 h after injection. Carnitine palmitoyltransferase of diabetic animals had apparent Ki values for malonyl-CoA that were approximately 10 times greater than control animals, indicating a greatly decreased affinity for malonyl-CoA in the diabetic state. Subsequent treatment of diabetic animals with insulin for 5 days produced non-ketotic animals with normal blood glucose, and the affinity of carnitine palmitoyltransferase for malonyl-CoA was increased to the control level. Treatment of other groups of ketotic diabetic animals with insulin produced substantial changes in the carnitine palmitoyltransferase apparent Ki value for malonyl-CoA within 4 h. These results suggest that insulin modulates the ketotic state, at least in part, by increasing the affinity of carnitine palmitoyltransferase for malonyl-CoA to bring about inhibition of fatty acid oxidation and ketogenesis.","1"
"Consistent with its specialized role in DNA synthesis, the activity of ribonucleotide reductase is cell cycle-dependent, reaching its maximum during S-phase. This paper demonstrates, however, the levels of the two protein subunits, M1 and M2, of this enzyme vary independently of one another. The level of protein M1 was determined by use of a two-site monoclonal antibody-enzyme immunoassay and found to be constant throughout the cell cycle in bovine kidney MDBK cells. Pulse-chase experiments showed that the half-life of protein M1 was 15 h. This contrasts with our previous results demonstrating an S-phase-correlated increase in the concentration of protein M2 and a half-life of this subunit of 3 h. Therefore, ribonucleotide reductase is controlled during the cell cycle by the level of protein M2.","1"
"Someone texted to the library this morning and I forgot my keys again.","0"
"My friend went to the park this morning and it was pretty chill.","0"
"My friend watched to the office this morning and then I took a nap.","0"
"Astrocytes in culture have very little cell surface fibronectin as detected by iodination or immunocytochemistry. Nonetheless, they synthesize and secrete this glycoprotein in amounts comparable with the production by fibroblasts. Astrocyte fibronectin has properties in common with other forms of the protein. It binds to gelatin- and heparin-coupled Sepharose and it is recognized by specific anti-fibronectin sera. It also exists as a dimer under non-reducing conditions. However, by sodium dodecyl sulfate-polyacrylamide gel electrophoresis (SDS-PAGE), astrocyte fibronectin appears larger, under both reduced and non-reduced conditions, than other cellular fibronectins. This apparent size difference is not the result of post-translational modifications. If the cultures are treated with tunicamycin, the astrocytes produce fibronectin that is unglycosylated, as shown by [3H]glucosamine labeling, and is neither sulfated nor phosphorylated as indicated by [35S]O4 and [32P]O4 labeling studies. This astrocyte-derived, carbohydrate-free fibronectin resolves on SDS-PAGE as four bands, of which the heavier ones predominate. Fibroblasts produce a similar set of four bands, but in this form of fibronectin the less heavy bands predominate. Thus, we conclude that fibronectin is a major secreted protein of astrocytes in vitro and that these cells produce a variant form of the protein which is enriched in the higher molecular weight subunits.","1"
"This study was designed to systematically investigate personality, psychophysiological, and cognitive appraisal variables in three groups of mothers, i.e., abusive (N = 14), neglectful (N = 13), and low-income control (N = 15). All subjects completed a Mini-Mult, the Repression-Sensitization Scale, the Group Embedded Figures Test, the Multiple Affect Adjective Checklist, and the Socialization scale of the California Psychological Inventory. They listened to an audiotape sequence of white noise, tone, and infant's cry sounds while cardiovascular and skin resistance measures were recorded. The mothers also rated six dimensions of the infant's cry on a semantic differential. The three groups of mothers differed on a variety of personality variables, e.g., on F, Depression (D), Psychopathic Deviate (Pd), Psychasthenia (Pt), and Schizophrenia (Sc) from the Mini-Mult, on their cognitive appraisal of the infant's cry, and on skin resistance measures. A combination of personality, psychophysiological, and cry rating variables was entered in a discriminant analysis that was successful in discriminating 80% of the subjects. The two significant discriminant functions were defined primarily by the Pd scale and a cognitive appraisal measure.","1"
"A modification of existing designs for resin-bonded retainers has been introduced. This new design is appropriate for the extracoronal splinting of anterior teeth with reduced periodontal support. The design of the splint will accommodate the increased risk of these teeth for endodontic failure. The versatility and advantages of this design have been presented and compared with other anterior splinting techniques. At present, there appears to be no clinically significant difference in the retentiveness of perforated and nonperforated etched metal retainers.","1"
"Someone cooked to the park today and then I took a nap.","0"
"Double mutants which carry mutations in genes (rodA, pbpA) required for cell elongation (i.e., maintenance of rod shape) in combination with mutations in genes (ftsA, ftsI, ftsQ, or ftsZ) required for septation were constructed. Such mutants were able to grow for about two mass doublings at a normal rate at the restrictive temperature (42 degrees C). The morphology of the cells formed under these conditions was interpreted by assuming the existence of a generalized system for peptidoglycan growth together with two additional systems which modify the shape of the growing peptidoglycan layer. The results also showed that different fts genes probably control different stages in septation. ftsZ (sulB or sfiB) appears to be required for the earliest step in septation, ftsQ and ftsI (pbpB or sep) are required for a later step or steps, and ftsA is required only for the latest stages in septation.","1"
"The effects of exogenous glucose (0.05 mmol/kg . min) and vamin (0.02 mmol/kg . min) on the pancreatic endocrine responses to stimulation of the peripheral ends of the vagus nerves have been investigated in conscious 3-6-week-old calves with cut splanchnic nerves. Exogenous glucose potentiated both the basal release of insulin and that which occurred in response to vagal stimulation, while inhibiting both the basal release of glucagon and that during vagal stimulation. Vamin significantly inhibited basal release of insulin but not that which occurred during vagal stimulation although it significantly inhibited vagal release of glucagon. The inhibitory effect of exogenous glucose on the basal and vagally stimulated release of pancreatic glucagon were both significantly reduced in the presence of vamin. Neither glucose nor mixed amino acids were found to affect the release of pancreatic polypeptide either at rest or during nerve stimulation. It is concluded that the effects of vagal activity on the alpha- and beta-cells of the islets of Langerhans are normally modified by the existing concentration of both glucose and amino acids in these animals.","1"
"We visited to the gym this morning because I was bored.","0"
"My brother cooked to the park last night and then I took a nap.","0"
"The comparative efficacy of molindone and haloperidol, given by injection for the first 2-3 days of hospitalization and then continued orally for up to 4 weeks, is reported from an ongoing double-blind study. Efficacy and side effects were assessed by the Brief Psychiatric Rating Scale, Clinical Global Impressions, Treatment Emergent Symptom Scale, and Target Symptom Ratings. Analyses based on the first 35 patients who entered the study indicate that both drugs were effective and well tolerated. There were slight advantages for molindone early during the injectable phase of treatment and for haloperidol late during the oral portion of the study, but these differences were not clinically significant. No significant differences in side effects were found between the two drugs.","1"
"We cooked to home on the weekend and it took forever.","0"
"My sister visited to the mall after class because I was bored.","0"
"The potencies of the R and S isomers of thiorphan and rigid analogs of thiorphan to produce analgesia in a mouse hot-plate assay have been compared with their potencies to inhibit enkephalin degradation by rat brain ""enkephalinase A."" The R and S isomers of thiorphan were equipotent as enzyme inhibitors (IC50 approximately 10(-9) M) but had significantly different analgesic profiles when injected i.c.v. Rigid analogs of thiorphan were less potent enzyme inhibitors (IC50 values of 10(-7) - 10(-4) M) but produced analgesia and potentiated Tyr-D-Ala-Gly-Phe-Met-NH2 induced analgesia at doses (i.c.v.) comparable to thiorphan. These observations suggest that inhibitors of enkephalinase A produce analgesia through a pharmacological mechanism which is not directly related to inhibition of enkephalin degradation.","1"
"My friend cleaned to downtown after class and it was actually fun.","0"
"Someone played to the mall on the weekend and it was actually fun.","0"
"I bought to the mall yesterday and I forgot my keys again.","0"
"A new method for covering localized areas of root exposure with free connective tissue grafts uses connective tissue obtained from the depth of the hard palate, leaving only a narrow surface defect at the donor site. The graft is positioned directly over the exposed root, but its major part is placed in an ""envelope"" previously created by an undermining partial thickness incision in the tissues surrounding the defect. In this way, both sides of the graft are in intimate contact with these tissues which offer support and nourishment. Clinical results 2 to 8 months postoperatively are favorable.","1"
"Three clinical methods for testing marginal fit of complete cast crowns were investigated: the exploration, radiograph, and impression techniques. This work proved that the impression technique is the superior test and should become a standard part of the evaluation routine for complete cast crowns.","1"
"My friend played to the office today and it took forever.","0"
"My sister called to home last night and it was actually fun.","0"
"They watched to a cafe on the weekend and it took forever.","0"
"High pressure liquid chromatography (HPLC) followed by bioassay on isolated snail hearts were used to locate two related peptides, termed small cardioactive peptides A and B (SCPA and SCPB) in each of the central ganglia of Aplysia. The peptides are most concentrated in the buccal ganglia, the ganglia involved in the control of feeding movements. Immunocytology with antisera raised to conjugated SCPB stained three groups of neurons in the buccal ganglia. One group consisted of relatively small neurons that were tightly clustered. The second group was comprised of larger neurons that were more scattered. The third group was made up of several neurons including the two largest in the ganglia, identified cells B1 and B2. B1 and B2 and other neurons in this group innervate the gut by way of the esophageal nerve. HPLC-bioassay of single, individually dissected B1 or B2 neurons demonstrated that the two peptides are present in a single cell. For B2, but not B1, choline injected into the cell body was converted to the conventional transmitter, acetylcholine. This indicates that, in addition to the two peptides, B2 also contains choline acetyltransferase, and raises the possibility that acetylcholine and the SCPs may act as co-transmitters in B2. Strong immunocytological staining of fibers and varicosities was observed in the neuropilar region of the cerebral, pleural, pedal, and abdominal ganglia. In addition to the buccal ganglia, immunoreactive neurons were observed in all of the other central ganglia. The high concentration of the SCPs and the relatively large number of immunoreactive neurons in the buccal ganglion suggest a particularly important role of these peptides specifically in feeding behavior. However, the widespread occurrence of the SCPs in fibers and neuronal cell bodies throughout the nervous system suggests that these peptides also may have additional behavioral functions in Aplysia.","1"
"They cleaned to the office yesterday because I was bored.","0"
"Sodium butyrate prevented the accumulation of casein mRNA induced by the combined action of prolactin and glucocorticoid in the presence of insulin in the cultured mammary gland. This inhibition was reversible and dose-dependent. In addition to the inhibition of the mRNA induction, both nuclear histone acetylase and deacetylase activities were inhibited by the incubation of the glands with butyrate, whereas these enzyme activities were stimulated by glucocorticoid and prolactin, or by glucocorticoid alone, in the presence of insulin. These data strongly suggest that the increased metabolism of histone acetyl groups is involved in the hormone-mediated casein mRNA induction and that glucocorticoid plays a preferential role on this increased metabolism.","1"
"I texted to home today because I was bored.","0"
"I walked to the library after class and it was pretty chill.","0"
"An improved method has been developed for the determination of ethylene dibromide (EDB, 1,2-dibromoethane) in a variety of table-ready foods. Samples are mixed with water and sparged with nitrogen for 1 h with stirring in a water bath at 100 degrees C. The EDB collected on the adsorbent Tenax TA is eluted with hexane and determined by gas chromatography (GC) with electron capture (EC) and confirmed with Hall electrolytic conductivity (HECD) detection using a second GC column. The highest levels of EDB were also confirmed by full scan GC/mass spectrometry (GC/MS). Twenty-five table-ready foods from the Food and Drug Administration's Total Diet Study that were analyzed by this method exhibited levels up to 70 ppb (pecans). Recoveries from fortified samples ranged from 91 to 104%. Values from this procedure were compared to those obtained by a modified Rains and Holder codistillation method. In all 25 samples this purge and trap procedure showed equivalent or superior recoveries and detected levels of EDB.","1"
"Oral administration of the angiotensin I-converting enzyme inhibitor captopril produced a substantial reduction of blood pressure in DOCA-salt hypertensive rats. After oral administration of captopril (30 mg/kg), mean blood pressure decreased from 172 +/- 11 to 148 +/- 9 mmHg (P less than 0.01) in one hour and its antihypertensive effects lasted for the next seven hours. Plasma vasopressin levels showed a marked elevation in DOCA-salt hypertensive rats compared with control values (22 +/- 5 versus 5 +/- 3 pg/ml). This increase in vasopressin was significantly reduced by captopril from 25 +/- 5 to 8 +/- 6 pg/ml. In addition, whole body vascular reactivity to norepinephrine was examined. Responsiveness was at first attenuated but returned to control value in spite of reduction of both plasma vasopressin and blood pressure. Thus, captopril reduces blood pressure in DOCA-salt hypertensive rats and the fall in blood pressure is accompanied by reduction of plasma vasopressin and attenuation of vascular reactivity.","1"
"In dairy cows, two distinct and important aspects of the interrelationship between stray voltage problems on the farm and dairy cow productivity can be identified. One is behavioral modification that increases in intensity when currents associated with neutral-to-earth voltages above .7 V find a pathway through the cow. The other is immediate endocrine response. Results of research are less clear on the current necessary for the latter to occur; it may require 8 mA or more. This implies, depending on the pathway and the cow's pathway resistance, that voltage difference between two cow contact points must exceed 3 V. Resistance of different cow pathways range from 350 to 1700 omega. Milk production is more likely to be affected adversely when cows are subjected to shock patterns both intermittent and irregular. Less than 10% of the dairy cow population are thought to perceive any electrical currents upon contact with conductive grounding equipment provided voltages on the farm electrical neutral system remain below .35 V. This paper also identifies various sources of stray voltage problems and discusses appropriate procedures for correction.","1"
"My brother watched to home yesterday because I was bored.","0"
"We cleaned to the office yesterday and it took forever.","0"
"We bought to the supermarket today and it was actually fun.","0"
"The biosynthetic form of arginine decarboxylase (ADC) catalyzes the synthesis of agmatine, a precursor of putrescine, in Escherichia coli. Selective disruption of the cell envelope and an assessment of ADC activity or immunoprecipitable ADC in various fractions demonstrated its location between the cytoplasmic membrane and peptidoglycan layer. Expression in minicells of the speA gene encoding ADC resulted in the production of two immunoprecipitable species (74 and 70 kilodaltons). Studies in vivo with a pulse and chase of radiolabeled amino acid into the two species suggest a precursor-product relationship. This relationship was corroborated by demonstrating the accumulation of the 74-kilodalton species in a strain of E. coli unable to process signal sequences. Peptide mapping experiments with V8 protease, trypsin, and alpha-chymotrypsin demonstrated that the two species of ADC were very similar except for a minor difference. These data were used to substantiate the compartmentalization hypothesis as to how exogenous arginine can be channeled preferentially into putrescine.","1"
"An unusual position of the spleen may cause diagnostic difficulties and may mimic disease. We report two patients with an unusual position of the spleen. In one, congenital absence of the lieno-renal ligament allowed unusual mobility of a bilobed spleen with intermittent torsion. In the other the spleen descended into the left renal fossa following left adrenalectomy and nephrectomy.","1"
"We called to home yesterday and it was pretty chill.","0"
"They watched to the supermarket yesterday because I was bored.","0"
"I played to the supermarket on the weekend and it was actually fun.","0"
"A specific antiserum to pure human amniotic fluid metalloproteinase inhibitor (TIMP) was raised in a sheep. This antiserum was used to demonstrate: firstly, the immunological identity of the TIMP activities from amniotic fluid and culture medium of human foetal lung fibroblasts; and secondly, by indirect immunofluorescence, the secretion of TIMP by human foetal lung fibroblasts, chondrocytes, epithelial cells and smooth muscle cells. The phorbol ester, 12-O-tetradecanoylphorbol-13-acetate, was used to stimulate secretion of TIMP by human foetal lung fibroblasts and the ionophore monensin was used to demonstrate intracellular accumulation of TIMP in the Golgi apparatus of these cells. These results are discussed in relation to other inhibitors of collagenase reported in the literature, which are probably identical to TIMP.","1"
"The conjugation junction of Tetrahymena is the specialized site where plasma membrane fusion occurs between two cells of complementary mating types. The junction is constructed through a series of cooperative interactions and morphogenetic steps. A contact-mediated interaction between free-swimming, sexually mature and mating-competent cells of two complementary mating types induces a morphological transformation of the anterior tips. Cells then join in pairs aligned by the apposition of their modified tips. Thin sections show that the plasma membranes of the tips are separated by approximately 500 A of extracellular space, in which some strands of matrix material can be identified. The cytoplasmic face of the membrane is in contact with a junction-specific thick layer of electron-dense material. At hundreds of independent sites in this junction plasma membranes fuse in a limited manner, thereby establishing hundreds of separate membrane-ensheathed cytoplasmic channels that connect the two cells. At the same locations the thick submembrane layer is interrupted. Consequently, the junction appears to be a structure that is perforated with hundreds of pores. This study poses the question of whether the junction's submembrane layer is, or includes, a skeletal element. Cells were extracted with the non-ionic detergent Triton X-100 under conditions that yield cytoskeletal frameworks (CFs) that maintain the morphological integrity of the cells. The CFs include chromatin and also cortical structures such as microtubule bands, basal bodies, ciliary axonemes, kinetodesmal fibres and fibrillar epiplasm. CFs of conjugant pairs are also paired, indicating that the junction contains a skeletal element that is responsible for integrating the individual CFs into a higher-order complex. At the ultrastructural level the skeletal structure of the junction includes membrane lamina and a submembrane scaffold, residues of the plasma membrane and thick submembrane layer, respectively, both of which are interrupted at the pores. However, the two separate scaffolds are joined at the rims of the pores. This provides a means by which the separate CFs become integrated. On the basis of images of junctional CFs, which show interruptions of the scaffold without concomitant membrane fusion, but where laminae are pressed close together, a specific model of membrane fusion is proposed. According to this model, the submembrane skeletal scaffold regulates membrane fusion by limiting its occurrence, and the extent of its occurrence.","1"
"My friend bought to the park after class and it was actually fun.","0"
"Differentiation of rat skeletal muscle satellite cells was studied in vitro. Linoleic acid and insulin, two unrelated compounds that reportedly stimulate differentiation of other types of myogenic cells, were used to examine the regulation of differentiation in satellite cell cultures. As in cultures of chick embryo muscle cells, linoleic acid stimulated fusion but only at low serum concentrations or in defined medium without fibroblast growth factor (FGF). The effects of insulin on differentiation were quite variable, however; at very low cell densities no stimulatory effect was observed. In intermediate and, to a lesser extent, high density satellite cell cultures, the addition of insulin at concentrations between .01 and 1.0 microM stimulated satellite cell fusion. Whenever increases in fusion were observed, however, a parallel increase in cell number was also found. A closer examination of the relationship between differentiation and the presence or absence of mitogenic agents in the medium suggested that a mitogenic signal and the resultant proliferation of cells prevented differentiation. Subsequent experiments indicated that fusion could be induced by lower serum concentration or by removal of FGF, as long as linoleic acid was present in the medium. Therefore, proliferation and differentiation appear to be antagonistic processes in cultured satellite cells. If the rate of proliferation is depressed, either by mitogen removal or by increasing cell density, differentiation is favored. Differentiation can, therefore, be regulated and applied to in vitro studies of satellite cell activity.","1"
"Someone watched to the mall last night and then I took a nap.","0"
"The authors report an analysis of 1000 hepatic biopsies performed with an original method with posterior extraperitoneal approach. This method let the biopsy execution also in the patients in which the hepatic biopsy with lateral approach was contraindicated (31%). An adequate sample for histologic examination was obtained in 98,3% of cases. An important element of safe is now considered the ultrasound guide. The incidence of greater complications has been modest (7 arterious-venous fistulas, 1 retroperitoneal hematoma, 1 cardiac arrest by probable vagal inhibitory reflex).","1"
"Regional blood flows were measured with radioactive microspheres in 35 conscious dogs at various times (between 1 h and 28 days) after creation of a stenosis of the descending thoracic aorta. Mean arterial pressure increased moderately proximal to the stenosis. Distally, arterial pressure decreased below control values immediately after stenosis, then returned gradually toward preconstriction values over 28 days. Plasma renin activity increased sixfold, after aortic constriction of 1 and 6 h, and remained significantly elevated for four days. Blood volume did not change significantly. In some of the vascular beds exposed to the elevated proximal pressure, significant increases in blood flow were noted in the early stages, mainly in the myocardium, the brain, the skeletal muscles and the bones. After 28 days, however, blood flows were significantly reduced in most tissues exposed to the proximal pressure. At this stage, vascular conductance was significantly decreased in the myocardium, the brain, the muscles, the skin and the bones as compared with a sham-operated control group. Several vascular beds perfused by the distal arterial pressure also showed a significant fall in flow after 28 days, notably the small intestine, the skin, the skeletal muscles and the bones. At that stage, vascular conductance was decreased in the small intestine, the muscles, the skin and the bones. Thus, aortic coarctation in dogs was characterized by a late generalized increase in vascular resistance extending to tissues which were never exposed to increased arterial pressure nor to an increased blood flow. These findings suggest that a systemic vasoconstrictor influence overrides local mechanisms in the control of regional circulations in coarctation hypertension.","1"
"We walked to home after class and it was actually fun.","0"
"Two immunofluorescence procedures to evaluate antinuclear antibodies were compared in a series of 221 patients with chronic liver disorders of various aetiologies. The use of HEp-2 cells allowed us to discriminate with more confidence between the homogeneous and speckled patterns, to show the presence of associated patterns in the same serum, and, above all, to identify two specificities, unrecognizable on tissue sections. The anticentromere antibody was found in 10% of cases of primary biliary cirrhosis and occasionally in other conditions; the antibody staining multiple nuclear dots was strictly confined to primary biliary cirrhosis (17%). With the exception of autoimmune chronic active hepatitis the prevalence of antinuclear antibodies increased in all groups, particularly in primary biliary cirrhosis. Homogeneous antinuclear antibody was associated by both immunofluorescence procedures with autoimmune chronic active hepatitis. The multiple nuclear dot antinuclear antibody turned out to be an additional marker of primary biliary cirrhosis, helpful for the positive diagnosis of primary biliary cirrhosis in a proportion of cases negative for antimitochondrial antibody. Absorption experiments showed that multiple nuclear dot and antimitochondrial antibody are antigenically distinct. Moreover, multiple nuclear dot antinuclear antibody was associated with the finding of a dry Schirmer's test.","1"
"My brother cooked to downtown after class and it was pretty chill.","0"
"Heat-treatment of proteins from human sera and bovine serum albumin caused an increase in their binding to microplates in a temperature-dependent manner. Quantitative data were obtained for 125I-labelled human IgG, with binding of up to 400 ng of 56 degrees-treated IgG per untreated well. However, only a minor increase in available antibody activity of adsorbed rabbit antibody was found upon pretreatment at 56 degrees. The increased binding to microplates as a result of pre-incubation at raised temperatures was by high pressure liquid gel permeation chromatography demonstrated to be accompanied by polymerization. Inhibition of the direct binding of the proteins to plastic surface was achieved most efficiently by coating with non-interfering proteins followed by non-ionic detergent (Tween 20), which should also be present in the wash buffer.","1"
"Someone texted to a cafe after class and it took forever.","0"
"Equilibrium dialysis and protection from heat inactivation and proteolysis show that initiation factor 2 (IF-2) interacts not only with GTP but also with GDP and that its conformation is changed upon binding of either nucleotide. The apparent Ka (at 25 degrees C) for the IF-2 X GDP and IF-2 X GTP complexes was 8.0 X 10(4) and 7.0 X 10(3) M(-1), respectively. The lower affinity for GTP is associated with a more negative delta S0. The interaction, monitored by 1HNMR spectroscopy, is characterized by fast exchange and results in line broadening and downfield shift of the purine C-8 and ribose C-1' protons of GTP as well as of the beta, gamma-methylene protons of (beta-gamma-methylene)guanosine 5'-triphosphate. The interaction of guanosine nucleotides with IF-2 requires an H bond donor (or acceptor) group at position C-2 of the purine and involves the beta- and/or gamma-phosphate of the nucleotide while the ribose 2'-OH group or the integrity of the furan ring are less critical. IF-2 binds to ribosomal particles with decreasing affinity: 30 S greater than 70 S greater than 50 S. GTP and GDP have no effect on the binding to 70 S. GTP stimulates the binding to the 30 S and depresses somewhat the binding to the 50 S subunits; GDP has the opposite effect. These results seem to rule out that the release of IF 2 from 70 S is due to a ""GDP-conformation"" of the factor incompatible with its permanence on the ribosome. The rate and the extent of 30 S initiation complex formation are approximately 2-fold higher with IF-2 X GTP than with IF-2 alone. At low concentrations of IF-2 and 30 S subunits, GDP inhibits this reaction, acting as a strong competitive inhibitor of GTP (Ki = 1.25 X 10(-5)m) and preventing IF-2 from binding to the ribosomal subunit.","1"
"A biotin-avidin amplified enzyme-linked immunosorbent assay (ELISA) for the measurement of human IgA in serum, colostrum, gastric juice, and supernatants of in vitro mitogen-stimulated human peripheral blood mononuclear cells is described. The ELISA reproducibly detects as little as one nanogram of IgA in a fifty microliter sample (20 ng/ml).","1"
"We cleaned to the office today and it was pretty chill.","0"
"The activity of a ribonucleoside reductase was estimated during the life cycle of Acetabularia. During the early generative phase the enzyme activity was dramatically increased. Regulation of the ribonucleoside reductase was observed even in the absence of the nucleus. The increase in activity was inhibited by chloramphenicol but not by cycloheximide. These results indicate that the enzyme is translated on 70 S ribosomes.","1"
"Three noninvasive imaging methods, CT, scintigraphy with 201TlCl and 99mTcO4-, and ultrasonography, were performed on 36 patients with chronic renal failure and secondary hyperparathyroidism. The patients subsequently underwent total parathyroidectomy and parathyroid autograft. The detection rates of the three methods for the 143 excised parathyroid glands were compared according to gland weight and location. Computed tomography detected 53.8% of all glands and 77.6% of 76 glands weighing more than 500 mg. Scintigraphy detected 51.0% of all glands and 77.6% of glands heavier than 500 mg. Ultrasonography detected 42.7% of all glands and 65.8% of glands heavier than 500 mg. The detection rate of upper glands was best with CT (53.5 and 87.9%): that of lower glands was best with scintigraphy (62.0 and 78.6%). Although the combination of the three methods diagnosed 66.4% of all glands and 89.5% of glands heavier than 500 mg, CT and scintigraphy, the best two combinations, visualized 64.3 and 88.2%.","1"
